job_id,company,title,priority_v2,role_family,seniority,location,verdict,reason
scaleai_senior_mission_software_engineer_public_sector_4720422005,scale_ai,"Senior Mission Software Engineer, Public Sector",40.3,applied_ml,senior,"Austin, TX; Colorado Springs, CO; Honolulu, HI; St. Louis, M",KEEP_STRETCH,senior_title_soft_flag
stabilityai_research_scientist_professional_creative_workflows_4924873101,stability_ai,"Research Scientist, Professional Creative Workflows",49.5,applied_ml,mid,Remote,KEEP_STRETCH,
xai_human_data_engineer_5204819007,xai,Human Data - Engineer,44.4,agent_reasoning,mid,"Palo Alto, California",KEEP_STRETCH,
anthropic_software_engineer_research_data_platform_5191226008,anthropic,"Software Engineer, Research Data Platform",43.7,applied_ml,mid,"San Francisco, CA | New York City, NY",KEEP_STRETCH,
databricks_senior_software_engineer_ai_native_web_platform_8635216002,databricks,"Senior Software Engineer, AI Native Web Platform",40.3,applied_ml,senior,"Mountain View, California",KEEP_STRETCH,senior_title_soft_flag
xai_software_engineer_x_developer_platform_5204788007,xai,Software Engineer - X Developer Platform,41.7,applied_ml,mid,"Palo Alto, California",KEEP_STRETCH,
databricks_senior_applied_ml_engineer_ml4sys_8656900002,databricks,Senior Applied ML Engineer - ML4Sys,47.5,applied_ml,senior,"San Francisco, California",KEEP_STRETCH,senior_title_soft_flag
anthropic_safeguards_enforcement_analyst_chem_explosives_harms_5319700008,anthropic,"Safeguards Enforcement Analyst, Chem & Explosives Harms",44.2,applied_ml,mid,"Remote-Friendly, United States; San Francisco, CA | New York",EXCLUDE_NOT_TARGET,tands_analyst
anthropic_safeguards_enforcement_analyst_radiological_nuclear_harms_5319702008,anthropic,"Safeguards Enforcement Analyst, Radiological & Nuclear Harms",44.2,applied_ml,mid,"Remote-Friendly, United States; San Francisco, CA | New York",EXCLUDE_NOT_TARGET,tands_analyst
xai_software_engineer_evals_5188230007,xai,Software Engineer - Evals,41.8,applied_ml,mid,"Palo Alto, California",KEEP_STRETCH,
databricks_sr_software_engineer_public_sector_8512856002,databricks,Sr Software Engineer -Public Sector,41.5,applied_ml,mid,"McLean, Virginia",KEEP_STRETCH,
scaleai_research_advisor_human_frontier_collective_us_4693078005,scale_ai,Research Advisor - Human Frontier Collective (US),45.6,applied_ml,mid,United States,KEEP_STRETCH,
anthropic_safeguards_enforcement_analyst_account_takeover_credential_abuse_5319624008,anthropic,"Safeguards Enforcement Analyst, Account Takeover & Credential Abuse",44.2,applied_ml,mid,"Remote-Friendly, United States; San Francisco, CA | New York",EXCLUDE_NOT_TARGET,tands_analyst
anthropic_safeguards_enforcement_analyst_ban_evasion_recidivism_5319592008,anthropic,"Safeguards Enforcement Analyst, Ban Evasion & Recidivism",42.7,applied_ml,mid,"Remote-Friendly, United States; San Francisco, CA | New York",EXCLUDE_NOT_TARGET,tands_analyst
anthropic_safeguards_enforcement_analyst_cyber_harm_5311159008,anthropic,"Safeguards Enforcement Analyst, Cyber Harm",43.6,applied_ml,mid,"Remote-Friendly, United States; San Francisco, CA | New York",EXCLUDE_NOT_TARGET,tands_analyst
databricks_rvp_retail_8582310002,databricks,"RVP, Retail",42.2,eval_inference,mid,United States,KEEP_STRETCH,
databricks_sr_software_engineer_agentic_applications_8220814002,databricks,"Sr Software Engineer, Agentic Applications",42.9,agentic_ai,mid,"Mountain View, California",KEEP_STRETCH,
xai_research_analyst_5208808007,xai,Research Analyst,46.1,eval_inference,mid,"New York, New York",KEEP_STRETCH,
anthropic_external_affairs_us_federal_5382274008,anthropic,"External Affairs, US Federal",45.1,other,mid,"Washington, DC",REVIEW_OTHER_FAMILY,unclassified
anthropic_safeguards_enforcement_analyst_age_appropriate_design_5311234008,anthropic,"Safeguards Enforcement Analyst, Age-Appropriate Design",44.2,eval_inference,mid,"Remote-Friendly, United States; San Francisco, CA | New York",EXCLUDE_NOT_TARGET,tands_analyst
databricks_systems_phd_software_engineer_8482086002,databricks,Systems PhD - Software Engineer,42.9,applied_ml,mid,"Bellevue, Washington; Seattle, Washington",KEEP_STRETCH,
databricks_systems_phd_software_engineer_8482037002,databricks,Systems PhD - Software Engineer,42.9,applied_ml,mid,"Mountain View, California; San Francisco, California",KEEP_STRETCH,
scaleai_research_advisor_human_frontier_collective_uk_4695042005,scale_ai,Research Advisor - Human Frontier Collective (UK),44.1,applied_ml,mid,United Kingdom,EXCLUDE_NON_US,location
scaleai_senior_data_engineer_public_sector_4713597005,scale_ai,"Senior Data Engineer, Public Sector",41.1,applied_ml,senior,"Washington, DC",EXCLUDE_NOT_TARGET,data_eng
togetherai_customer_success_engineer_cse_gpu_cluster_5123203007,together_ai,"Customer Success Engineer (CSE), GPU Cluster",38.8,applied_ml,mid,San Francisco,EXCLUDE_NOT_TARGET,sre_infra_ops
anthropic_safeguards_enforcement_analyst_access_controls_identity_5319626008,anthropic,"Safeguards Enforcement Analyst, Access Controls & Identity",42.7,applied_ml,mid,"Remote-Friendly, United States; San Francisco, CA | New York",EXCLUDE_NOT_TARGET,tands_analyst
scaleai_business_development_representative_partnerships_physical_ai_4694836005,scale_ai,"Business Development Representative, Partnerships (Physical AI)",32.5,applied_ml,mid,"New York, NY",KEEP_STRETCH,
databricks_sr_production_engineer_public_sector_8517577002,databricks,Sr Production Engineer- Public Sector,39.7,applied_ml,mid,Virginia,KEEP_STRETCH,
scaleai_ai_advisory_consultant_4715970005,scale_ai,AI Advisory Consultant,40.5,applied_ml,mid,"San Francisco, CA; New York, NY",EXCLUDE_NOT_TARGET,"sales_gtm_consult,sales_gtm_consult"
xai_ai_tutor_azerbaijani_5207592007,xai,AI Tutor - Azerbaijani,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_bulgarian_5207579007,xai,AI Tutor - Bulgarian,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_catalan_5207583007,xai,AI Tutor - Catalan,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_croatian_5207340007,xai,AI Tutor - Croatian,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_czech_5207418007,xai,AI Tutor - Czech,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_danish_5090189007,xai,AI Tutor - Danish,34.2,other,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_dutch_5090197007,xai,AI Tutor - Dutch,34.2,other,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_farsi_5207484007,xai,AI Tutor - Farsi,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_finnish_5090199007,xai,AI Tutor - Finnish,34.2,other,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_french_5090202007,xai,AI Tutor - French,34.2,other,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_hausa_5207427007,xai,AI Tutor - Hausa,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_hebrew_5090206007,xai,AI Tutor - Hebrew,34.2,other,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_igbo_5207584007,xai,AI Tutor - Igbo,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_indonesian_5095657007,xai,AI Tutor - Indonesian,34.2,other,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_kannada_5207529007,xai,AI Tutor - Kannada,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_khmer_5207593007,xai,AI Tutor - Khmer,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_korean_5090210007,xai,AI Tutor - Korean,34.2,other,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_lithuanian_5207588007,xai,AI Tutor - Lithuanian,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_malay_5207587007,xai,AI Tutor - Malay,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_mongolian_5188307007,xai,AI Tutor - Mongolian,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_norwegian_5090215007,xai,AI Tutor - Norwegian,34.2,other,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_punjabi_5090246007,xai,AI Tutor - Punjabi,34.2,other,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_romanian_5207598007,xai,AI Tutor - Romanian,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_serbian_5207586007,xai,AI Tutor - Serbian,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_sinhala_5188312007,xai,AI Tutor - Sinhala,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_slovak_5207599007,xai,AI Tutor - Slovak,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_slovenian_5207591007,xai,AI Tutor - Slovenian,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_sorani_kurdish_5207597007,xai,AI Tutor - Sorani Kurdish,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_swedish_5090265007,xai,AI Tutor - Swedish,34.2,other,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_thai_5090272007,xai,AI Tutor - Thai,34.2,other,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_ukrainian_5207373007,xai,AI Tutor - Ukrainian,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_ai_tutor_yoruba_5207581007,xai,AI Tutor - Yoruba,35.2,eval_inference,mid,Remote United States,EXCLUDE_NOT_TARGET,tutor_nonml
xai_software_engineer_x_data_engineering_5182183007,xai,Software Engineer - X Data Engineering,43.4,applied_ml,mid,"Palo Alto, California",EXCLUDE_NOT_TARGET,"data_eng,data_eng"
togetherai_it_engineer_5200773007,together_ai,IT Engineer,32.5,applied_ml,mid,San Francisco,KEEP_STRETCH,
xai_software_engineer_network_software_and_services_5187964007,xai,Software Engineer - Network Software and Services,34.6,applied_ml,mid,"Dublin, Ireland",EXCLUDE_NON_US,location
ai_engineer_wf_4574038,Marble,Ai Engineer,41.7,applied_ml,2+ yrs,New York,EXCLUDE_VISA_NA,notes say visa unavailable
ai_engineer_clone_wf_4465432,Influur,Ai Engineer Clone,48.5,agentic_ai,4+ yrs,New York Cityʥ,EXCLUDE_VISA_NA,notes say visa unavailable
ai_engineer_wf_3890200,Influur,Ai Engineer,48.5,agentic_ai,2+ yrs,San Francisco,EXCLUDE_VISA_NA,notes say visa unavailable
sr_ai_engineer_wf_4612622,Mapgenesys,Sr Ai Engineer,55.3,agentic_ai,5+ yrs,San Francisco,EXCLUDE_VISA_NA,notes say visa unavailable
senior_ai_engineer_wf_4171955,Fieldguide,Senior Ai Engineer,48.1,agentic_ai,6+ yrs,San Francisco,EXCLUDE_VISA_NA,notes say visa unavailable
staff_ai_engineer_wf_4135987,Fieldguide,Staff Ai Engineer,50.9,agentic_ai,8+ yrs,San Francisco,EXCLUDE_VISA_NA,notes say visa unavailable
ai_engineer_wf_3718271,Fieldguide,Ai Engineer,47.0,agentic_ai,3+ yrs,San Francisco,EXCLUDE_VISA_NA,notes say visa unavailable
senior_ai_engineer_wf_4489206,Chronicle,Senior Ai Engineer,42.1,applied_ml,6+ yrs,Los Angelesʥ,EXCLUDE_NON_US,location
together_ai_infrastructure_design_engineer_5135876007,Together AI,Infrastructure Design Engineer,36.3,other,,San Francisco,EXCLUDE_NOT_TARGET,sre_infra_ops
together_ai_senior_backend_engineer_inference_platform_4835763007,Together AI,"Senior Backend Engineer, Inference Platform",51.9,eval_inference,,San Francisco,KEEP_STRETCH,
together_ai_senior_product_engineer_fullstack_5192898007,Together AI,"Senior Product Engineer, Fullstack",40.0,other,,San Francisco,EXCLUDE_NOT_TARGET,"product_fullstack,product_fullstack"
together_ai_senior_software_engineer_observability_4971774007,Together AI,"Senior Software Engineer, Observability",43.4,other,,San Francisco,REVIEW_OTHER_FAMILY,unclassified
together_ai_staff_engineer_distributed_storage_and_hpc_ai_infrastructure_5155722007,Together AI,"Staff Engineer, Distributed Storage and HPC & AI Infrastructure",41.7,other,,San Francisco,REVIEW_OTHER_FAMILY,unclassified
together_ai_staff_machine_learning_engineer_voice_ai_5140763007,Together AI,"Staff Machine Learning Engineer, Voice AI",51.2,applied_ml,,San Francisco,KEEP_STRETCH,
together_ai_staff_platform_engineer_service_infrastructure_5180690007,Together AI,"Staff Platform Engineer, Service Infrastructure",38.4,other,,San Francisco,REVIEW_OTHER_FAMILY,unclassified
together_ai_staff_software_engineer_inference_compute_infrastructure_engineering_5186628007,Together AI,"Staff Software Engineer, Inference / Compute Infrastructure Engineering",43.3,eval_inference,,San Francisco,KEEP_STRETCH,
cohere_senior_member_of_technical_staff_multimodal_ai_443368a3,Cohere,"Senior Member of Technical Staff, Multimodal AI",48.0,agent_reasoning,,San Francisco,KEEP_STRETCH,
cohere_member_of_technical_staff_search_d5cc437c,Cohere,"Member of Technical Staff, Search",47.9,agent_reasoning,,United States,KEEP_STRETCH,
cohere_member_of_technical_staff_pre_training_data_859e2e47,Cohere,"Member of Technical Staff, Pre-Training Data",40.7,agent_reasoning,,Toronto,EXCLUDE_NON_US,location
cohere_forward_deployed_engineer_infrastructure_specialist_north_america_be48aafc,Cohere,"Forward Deployed Engineer, Infrastructure Specialist (North America)",41.9,agent_reasoning,,Toronto,EXCLUDE_NON_US,location
cohere_senior_research_scientist_model_evaluation_830c613b,Cohere,"Senior Research Scientist, Model Evaluation",45.1,agent_reasoning,,Toronto,EXCLUDE_NON_US,location
cohere_member_of_technical_staff_sovereign_ai_b9306620,Cohere,Member of Technical Staff - Sovereign AI,41.7,agent_reasoning,,Canada,EXCLUDE_NON_US,location
cohere_forward_deployed_engineer_agentic_platform_b0bcef37,Cohere,"Forward Deployed Engineer, Agentic Platform",51.1,agent_reasoning,,United States,KEEP_STRETCH,
cohere_senior_security_engineer_cb981ecd,Cohere,Senior Security Engineer,40.4,agent_reasoning,,Toronto,EXCLUDE_NON_US,location
cohere_member_of_technical_staff_model_efficiency_2a989030,Cohere,"Member of Technical Staff, Model Efficiency",45.0,agent_reasoning,,New York,KEEP_STRETCH,
cohere_staff_research_engineer_model_efficiency_c80f0fe9,Cohere,"Staff Research Engineer, Model Efficiency",46.1,agent_reasoning,,New York,KEEP_STRETCH,
cohere_audio_inference_engineer_model_efficiency_e912d84c,Cohere,"Audio Inference Engineer, Model Efficiency",48.9,agent_reasoning,,New York,KEEP_STRETCH,
cohere_software_engineer_gpu_infrastructure_hpc_ef9b939d,Cohere,"Software Engineer, GPU Infrastructure (HPC)",41.9,agent_reasoning,,Canada,EXCLUDE_NON_US,location
cohere_senior_member_of_technical_staff_synthetic_data_2df2da3c,Cohere,"Senior Member of Technical Staff, Synthetic Data",46.1,agent_reasoning,,Toronto,EXCLUDE_NON_US,location
cohere_forward_deployed_engineer_agentic_platform_west_coast_1fa01a03,Cohere,"Forward Deployed Engineer, Agentic Platform (West Coast)",51.1,agent_reasoning,,San Francisco,KEEP_STRETCH,
cohere_member_of_technical_staff_mle_110ba167,Cohere,"Member of Technical Staff, MLE",47.8,post_training,,San Francisco,DEFER_PT_NO_EVIDENCE,needs RLHF/DPO/GRPO hands-on
