run_id,date,sources,queries,total_scanned,new_jobs_found,duplicates_skipped,strong_fits,notes,
lhp_20260822_0202,2026-08-22,linkedin_posts,4,10,3,0,2,new linkedin hiring posts (Databricks inference engineer,"[' Fireworks president+recruiter); search backends partially degraded (Exa rate-limited', ' Brave token invalid)']"
lhp_playwright_20260822_0205,2026-08-22,linkedin_feed_playwright_mcp,feed scroll 10x,53,5,3,4,"First Playwright feed pass: Apple(1st,recruiter), Cohere, Toyota, Meta/IG, Tesla",
lhp_20260822_2010,2026-08-22,linkedin_posts,"1 feed pass (10 scrolls, 45 posts, 4 signal matches) + 3 web queries (Exa rate-limited intermittently, Brave token invalid)",45,5,0,5,"New: Mazitov/Together LST HM (high,P2), Lin Lee Cheong/Scale SGP HM (high,agentic), Karie Hoelzer/Fireworks LLM Infra, KUI Wen/TikTok T&S MLE, Edward Kim/Cohere Sovereign AI"
coscan_20260822_2236,2026-08-22,career_ops_scan (? companies),tracked_companies API scans,?,0,211,,clean
coscan_20260822_2321,2026-08-22,career_ops_scan (? companies),tracked_companies API scans,?,97,213,,clean
discovery_20260823_015221,2026-08-23,freshness,,,,,,freshness=ok:freshness_check.py --live
discovery_20260823_015359,2026-08-23,career_ops,,,,,,career_ops=ok:node ../career-ops/scan.mjs --quiet -> import_career_ops_scan.py -> score_jobs_v2.py
discovery_20260823_020441,2026-08-23,"career_ops,freshness",,,,,,career_ops=ok:node ../career-ops/scan.mjs --quiet -> import_career_ops_scan.py -> score_jobs_v2.py; freshness=ok:freshness_check.py --live
lhp_20260822_2035,linkedin_posts+web_search,0,1,"feed blocked (LinkedIn authwall); web_search backends down (Exa 429, Brave token invalid); DDG/Bing bot-walled; curl Brave HTML worked; 1 new lead (FieldAI)"
coscan_20260823_0256,2026-08-23,career_ops_scan (119 companies),tracked_companies API scans,119,17,310,,clean
discovery_20260823_030025,2026-08-23,"l1,l2",,,,,,l1=skip:l1 linkedin_portal_sweep needs interactive session (logged-in browser); skipped; l2=skip:l2 linkedin_recommended_sweep needs interactive session (logged-in browser); skipped
coscan_20260823_0300,2026-08-23,career_ops_scan (119 companies),tracked_companies API scans,119,0,327,,clean
discovery_20260823_030200,2026-08-23,"career_ops,freshness",,,,,,career_ops=ok:node ../career-ops/scan.mjs --quiet -> import_career_ops_scan.py -> score_jobs_v2.py; freshness=ok:freshness_check.py --live
people_20260823_033709,2026-08-23,people_sweep,1,0,0,0,,skip:a_00_agentic_ai_applied_ai_research=blocked:login_wall
discovery_20260823_034050,2026-08-23,freshness,,,,,,freshness=ok:referral_lib.py reseed -> freshness_check.py --live
discovery_20260823_120041,2026-08-23,"l1,l2",,,,,,l1=skip:l1 linkedin_portal_sweep needs interactive session (logged-in browser); skipped; l2=skip:l2 linkedin_recommended_sweep needs interactive session (logged-in browser); skipped
li_guest_20260823_0000,2026-08-23,linkedin_guest_api,8,71,22,2,0,rejected=1; playwright_mcp_unavailable
discovery_20260823_140042,2026-08-23,"l1,l2",,,,,,l1=skip:l1 linkedin_portal_sweep needs interactive session (logged-in browser); skipped; l2=skip:l2 linkedin_recommended_sweep needs interactive session (logged-in browser); skipped
li_guest_20260823_1400,2026-08-23,linkedin_guest_api,8,66,8,55,0,playwright_mcp_unavailable; guest-API fallback; 3 rejected by scrutiny (seniority_bar); 11 raw new incl. 3 rejects
lhp_20260823_1400,2026-08-23T14:02:29,linkedin_posts_web_search,~40 web results scanned (feed pass skipped: LinkedIn session logged out),5,5 web queries (1 backend error); new leads: Scale AI recruiter, NVIDIA AV training-infra, Bosch agentic AI, Fireworks AMLE, Zscaler AI security
lhp_20260823_0930,2026-08-23,linkedin_posts_web+linkedin_people_web,4,40,10,0,5,"10 new hiring posts, 6 new people queued; feed pass SKIPPED (Playwright MCP unavailable in cron session) — Phase-2 web searches only"
discovery_20260823_160046,2026-08-23,"l1,l2",,,,,,l1=skip:l1 linkedin_portal_sweep needs interactive session (logged-in browser); skipped; l2=skip:l2 linkedin_recommended_sweep needs interactive session (logged-in browser); skipped
li_guest_20260823_0000,2026-08-23,linkedin_guest_api,8,71,12,1,0,rejected=2; playwright_mcp_unavailable
lhp_20260823_1600,2026-08-23T16:xx,linkedin_posts_web_search+linkedin_people_web,~24 web results scanned (feed pass skipped: Playwright MCP unavailable in cron session),1,5,4,0,"1 new hiring post (ElevenLabs FDE); 5 new people queued (2 Snowflake recruiters, Databricks staff recruiter, 2 ElevenLabs tech talent); Aisha Khan deduped; email enrichment: no confirmed patterns"
