job_id,company,title,location,job_url,canonical_application_url,source,date_discovered,date_posted,date_updated,status,fit_score,fit_tier,role_family,seniority,key_requirements,matching_strengths,main_gaps,resume_variant,networking_priority,application_priority,last_checked,notes,full_description_hash,description_file,is_medical_false_positive,company_slug,source_id,stale_flag,last_verified,merged_from,opportunity_level,recommended_action,priority_v2,score_explanation,score_confidence,missing_info,override_reason,last_scored,ats_score,keyword_match_score,keyword_matched,keyword_missing,ats_issues,last_ats_check,review_flag,application_status,audit_verdict,audit_reasons,audit_date,application_ids,referral_contacts,referral_contact_urls,days_since_checked,attention_reasons
magic_dev_member_of_technical_staff_pre_training_system_ash_magic.dev_f1d3988f-f,Magic.dev,"Member of Technical Staff, Pre-training Systems",San Francisco,https://jobs.ashbyhq.com/magic.dev/f1d3988f-f93c-42b7-ad1a-f9fb3d07ff26,https://jobs.ashbyhq.com/magic.dev/f1d3988f-f93c-42b7-ad1a-f9fb3d07ff26,ashby,2026-08-22,,,open,0,C,agent_reasoning,staff,"distributed training, inference, research, rl",,,,,low,2026-08-22,"L2 lab sweep 2026-08-22 (official ATS board magic.dev) | audit 2026-08-26: borderline - Candidate lacks direct experience with large-scale distributed training, multi-node GPU environments, parallelism strategies, and training-specific fault tolerance/checkpointing — core requirements for this pre-training systems role.; Strong transferable skills in distributed systems (Golang backend scaling, OpenSearch) and production ML/AI (4.5 yrs, agentic systems, inference serving) provide partial fit.",3edb9dfb488ab367,tracking/job_descriptions/active/magic_dev__member_of_technical_staff_pre_training_system__ash_magic.dev_f1d3988f-f.md,,magic_dev,ash_magic.dev_f1d3988f-f93c-42b7-ad1a-f9fb3d07ff26,false,2026-08-23,,L4,STRETCH,45.0,"fit=8.0 research=2.45(+agentic,alignment,memory,rag,research) tech=4.05 agentic=2.6(+agentic,orchestration) pt=0.62(+alignment) attainability=13.0['no_years_bar', 'accepts_transferable'] advantage=0.0[] company=4.8 strategy=5.0 referral=0.5 loc=3.0 urgency=1.0",medium,date_posted unknown,,2026-09-06,34.2,9.3,deep learning; distributed systems; inference,golang; pytorch; vllm; transformers; onnx; opensearch; elasticsearch; python; hugging face; ray,no requirements/qualifications section found in description; posting date unknown/unparseable,2026-08-23,,,borderline,,2026-08-26,,,,15,thin_jd;date_posted unknown
reka_member_of_technical_staff_ml_ash_Reka_731e2ebc-2e66-4,Reka,Member of Technical Staff (ML),"US, UK, Remote",https://jobs.ashbyhq.com/Reka/731e2ebc-2e66-458a-9962-0bc880016941,https://jobs.ashbyhq.com/Reka/731e2ebc-2e66-458a-9962-0bc880016941,ashby,2026-08-22,,,open,0,C,applied_ml,staff,"machine learning, pytorch, research, rl",,,,,low,2026-08-22,"L2 lab sweep 2026-08-22 (official ATS board Reka) | audit 2026-08-26: borderline - No explicit years-of-experience or degree requirement, so no hard exclusion triggered; Core work is training large multimodal foundation models end-to-end; candidate's evidence skews toward agentic systems, inference/serving (vLLM), and evaluation harnesses rather than large-scale pre-training — transferable but partial fit",7ed22b4aaa7673c8,tracking/job_descriptions/active/reka__member_of_technical_staff_ml__ash_Reka_731e2ebc-2e66-4.md,,reka,ash_Reka_731e2ebc-2e66-458a-9962-0bc880016941,false,2026-08-23,,L4,STRETCH,44.4,"fit=8.0 research=2.73(+agentic,evaluation,multimodal,research) tech=3.6 agentic=1.56(+agentic) pt=0.0(+) attainability=13.0['no_years_bar', 'accepts_transferable'] advantage=0.0[] company=6.0 strategy=6.0 referral=0.5 loc=2.0 urgency=1.0",medium,date_posted unknown,,2026-09-06,39.9,9.3,deep learning; machine learning; pytorch,golang; vllm; transformers; onnx; opensearch; elasticsearch; python; hugging face; ray; distributed systems,posting date unknown/unparseable,2026-08-23,,,borderline,,2026-08-26,,,,15,thin_jd;date_posted unknown
reka_member_of_technical_staff_data_intelligence_ash_Reka_32f1d782-9a49-4,Reka,Member of Technical Staff (Data Intelligence),"US, UK, Singapore, Remote",https://jobs.ashbyhq.com/Reka/32f1d782-9a49-4a2e-8842-ac90d002bc8d,https://jobs.ashbyhq.com/Reka/32f1d782-9a49-4a2e-8842-ac90d002bc8d,ashby,2026-08-22,,,open,0,C,eval_inference,staff,"evaluation, python, pytorch, research, rl",,,,,low,2026-08-22,"L2 lab sweep 2026-08-22 (official ATS board Reka) | audit 2026-08-26: borderline - No stated years-of-experience minimum or degree requirement; seniority appears compatible with ~4.5 yrs and MS-level background; Pay not posted in JD, so $150k threshold cannot be verified",5bd84d8570d1ac50,tracking/job_descriptions/active/reka__member_of_technical_staff_data_intelligence__ash_Reka_32f1d782-9a49-4.md,,reka,ash_Reka_32f1d782-9a49-4a2e-8842-ac90d002bc8d,false,2026-08-23,,L4,STRETCH,43.1,"fit=8.0 research=3.95(+evaluation,model behavior,multimodal,rag,research) tech=3.15 agentic=1.04(+orchestration) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=6.0 strategy=6.0 referral=0.5 loc=2.0 urgency=1.0",medium,date_posted unknown,,2026-09-06,29.5,11.1,deep learning; python; pytorch,golang; vllm; transformers; onnx; opensearch; elasticsearch; hugging face; ray; distributed systems; model serving,no requirements/qualifications section found in description; posting date unknown/unparseable; title does not parse to a real technical role: 'Member of Technical Staff (Data Intelligence)',2026-08-23,,,borderline,,2026-08-26,,,,15,thin_jd;date_posted unknown
machine_learning_engineer_wf_4450696,Allocate.co,Machine Learning Engineer,Palo Alto,https://wellfound.com/jobs/4450696-machine-learning-engineer,https://wellfound.com/jobs/4450696-machine-learning-engineer,wellfound,2026-08-22,,2026-08-22,open,52,C,eval_inference,4+ yrs,,evaluation; mlops; model quality; multimodal,no visa sponsorship listed (referral needed); post-training/RLHF (do-not-target),base_eval_inference.tex,medium,low,2026-08-22,visa=Not Available; remote=; salary=$165k-$185k; size=,746717b0b4051b860554ea407fb33360e3c216abd18bad4adde9ad4fa31b7d12,tracking/job_descriptions/active/machine_learning_engineer_wf_4450696.md,False,,,,,,L4,STRETCH,42.3,"fit=10.0 research=2.45(+evaluation,multimodal,post-training,rlhf) tech=0.0 agentic=0.0(+) pt=3.08(+post-training,rlhf) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=5.0 referral=1.5 loc=3.0 urgency=1.0",medium,date_posted unknown,,2026-09-06,24.0,1.9,machine learning,golang; pytorch; vllm; transformers; onnx; opensearch; elasticsearch; python; hugging face; ray,"no requirements/qualifications section found in description; thin job description (206 chars, <500); posting date unknown/unparseable",2026-08-23,,,useful,,2026-08-26,,,,15,thin_jd;date_posted unknown
magic_dev_research_engineer_ash_magic.dev_bcc8d988-4,Magic.dev,Research Engineer,San Francisco,https://jobs.ashbyhq.com/magic.dev/bcc8d988-47ea-4089-9619-80260abb71b5,https://jobs.ashbyhq.com/magic.dev/bcc8d988-47ea-4089-9619-80260abb71b5,ashby,2026-08-22,,,open,0,C,agent_reasoning,mid,"inference, llm, post-training, research, rl",,,,,medium,2026-08-22,L2 lab sweep 2026-08-22 (official ATS board magic.dev),e059ef0fcccb9a23,tracking/job_descriptions/active/magic_dev__research_engineer__ash_magic.dev_bcc8d988-4.md,,magic_dev,ash_magic.dev_bcc8d988-47ea-4089-9619-80260abb71b5,false,2026-08-23,,L4,STRETCH,42.0,"fit=10.0 research=2.45(+alignment,post-training,prototype,research) tech=2.25 agentic=0.0(+) pt=2.46(+alignment,post-training) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0",medium,date_posted unknown,,2026-09-06,35.2,11.1,data pipelines; deep learning; distributed systems; inference,golang; pytorch; vllm; transformers; onnx; opensearch; elasticsearch; python; hugging face; ray,no requirements/qualifications section found in description; posting date unknown/unparseable,2026-08-23,,,useful,,2026-08-26,,,,15,thin_jd;date_posted unknown
magic_dev_member_of_technical_staff_rl_research_environ_ash_magic.dev_b8d6a107-3,Magic.dev,"Member of Technical Staff, RL Research & Environments",San Francisco,https://jobs.ashbyhq.com/magic.dev/b8d6a107-3f98-4341-b114-311c7070e59f,https://jobs.ashbyhq.com/magic.dev/b8d6a107-3f98-4341-b114-311c7070e59f,ashby,2026-08-22,,,open,0,C,post_training,staff,"evaluation, inference, post-training, research, rl",,,,,low,2026-08-22,L2 lab sweep 2026-08-22 (official ATS board magic.dev),ef74fa22a0f50370,tracking/job_descriptions/active/magic_dev__member_of_technical_staff_rl_research_environ__ash_magic.dev_b8d6a107-3.md,,magic_dev,ash_magic.dev_b8d6a107-3f98-4341-b114-311c7070e59f,false,2026-08-23,,L4,STRETCH,41.9,"fit=8.0 research=4.77(+alignment,evaluation,long-horizon,model behavior,post-training) tech=0.9 agentic=0.0(+) pt=2.46(+alignment,post-training) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=5.0 referral=0.5 loc=3.0 urgency=1.0",medium,date_posted unknown,,2026-09-06,30.8,3.7,inference,golang; pytorch; vllm; transformers; onnx; opensearch; elasticsearch; python; hugging face; ray,no requirements/qualifications section found in description; posting date unknown/unparseable,2026-08-23,,,useful,,2026-08-26,,,,15,thin_jd;date_posted unknown
ai_engineer_wf_4574038,Marble,Ai Engineer,New York,https://wellfound.com/jobs/4574038-ai-engineer,https://wellfound.com/jobs/4574038-ai-engineer,wellfound,2026-08-22,,2026-08-22,open,52,C,applied_ml,2+ yrs,"Are 2+ years of software engineering experience, with a track record of solving hard problems with code Prior startup experience or strong desire to work at an early stage company; comfortable in a hi | Based in New York and able to work from our SoHo office 3+ days per week Mission-driven and energized by solving a Bonus: Prior experience in health tech. | Experience with platform infrastructure — event-driven systems, internal tooling, data pipelines, or cloud infrastructure (AWS, CI/CD, Terraform).",RAG pipelines (Fortinet); PPO research (CAD),Kubernetes/cloud infra,base_applied_ml.tex,medium,low,2026-08-22,visa=Not Available; remote=; salary=$150k-$200k; size=,c74ac74fdeffce2a,tracking/job_descriptions/active/ai_engineer_wf_4574038.md,False,,,,,,L4,STRETCH,41.7,"fit=10.0 research=1.36(+rag,research) tech=0.9 agentic=0.0(+) pt=0.62(+preference) attainability=12.0[] advantage=2.0['security_domain_relevance', 'fortinet_adjacency'] company=4.8 strategy=4.5 referral=1.5 loc=3.0 urgency=1.0",medium,date_posted unknown,,2026-09-06,33.0,7.4,data pipelines; optimization; ppo; rag,golang; pytorch; vllm; transformers; onnx; opensearch; elasticsearch; python; hugging face; ray,no requirements/qualifications section found in description; posting date unknown/unparseable,2026-08-23,,,useful,,2026-08-26,,,,15,thin_jd;date_posted unknown
scale_ai_swe_fellow_human_frontier_collective_us_4689947005,scale_ai,SWE Fellow - Human Frontier Collective (US),United States,https://job-boards.greenhouse.io/scaleai/jobs/4689947005,https://job-boards.greenhouse.io/scaleai/jobs/4689947005,greenhouse,2026-08-23,,,open,0,,agent_reasoning,unknown,"PhD, postdoctoral research, or faculty experience in Computer. | Science or related field).&lt;/li&gt; &lt;li&gt;&lt;strong&gt;Skills:&lt;/strong&gt; Demonstrated coding proficiency and analytical abilities, with deep expertise in one or more of the following progr",Python; PPO research (CAD); LLM evaluation work; benchmarking,production LLM deployment at scale; PhD-level research track record; publications at top venues,,,,2026-08-23,"lab deep-sweep 2026-08-23; board=greenhouse; us_location=yes | audit 2026-08-26: borderline - Requires 5+ years SWE experience vs candidate's ~4.5 years, but phrased flexibly ('or equivalent domain expertise through academic work'), and candidate's MS + deep eval/benchmark expertise partially compensates; Strong skill alignment: designing domain-specific evaluation datasets/benchmarks maps directly to candidate's evaluation-harness and benchmark-building background",c847d31890446934,tracking/job_descriptions/active/scale_ai__swe_fellow_human_frontier_collective_us__4689947005.md,,scale_ai,gh_4689947005,,2026-08-23,,L4,STRETCH,41.1,"fit=8.0 research=4.09(+alignment,benchmark,evaluation,publications,reasoning) tech=0.9 agentic=0.0(+) pt=0.62(+alignment) attainability=12.0['accepts_transferable'] advantage=0.0[] company=6.0 strategy=5.0 referral=0.5 loc=3.0 urgency=1.0",medium,date_posted unknown,,2026-09-06,26.2,5.6,ppo; python,golang; pytorch; vllm; transformers; onnx; opensearch; elasticsearch; hugging face; ray; distributed systems,no requirements/qualifications section found in description; posting date unknown/unparseable; title does not parse to a real technical role: 'SWE Fellow - Human Frontier Collective (US)',2026-08-23,,,borderline,,2026-08-26,,,,14,thin_jd;date_posted unknown
magic_dev_member_of_technical_staff_product_ash_magic.dev_e6bfccff-a,Magic.dev,"Member of Technical Staff, Product",San Francisco,https://jobs.ashbyhq.com/magic.dev/e6bfccff-afd4-464b-a434-b5d22002d8e1,https://jobs.ashbyhq.com/magic.dev/e6bfccff-afd4-464b-a434-b5d22002d8e1,ashby,2026-08-22,,,open,0,C,agent_reasoning,staff,"inference, research, rl",,,,,low,2026-08-22,"L2 lab sweep 2026-08-22 (official ATS board magic.dev) | audit 2026-08-26: borderline - Partial fit: strong backend/API, model-integration, and LLM-serving alignment with Magic's long-context product stack, but role emphasizes full-stack including frontend and interaction-design 'taste,' which is absent from candidate profile; No stated years-of-experience minimum; candidate's ~4.5 yrs plus MS clears any implicit bar",4e216ad56957a3af,tracking/job_descriptions/active/magic_dev__member_of_technical_staff_product__ash_magic.dev_e6bfccff-a.md,,magic_dev,ash_magic.dev_e6bfccff-afd4-464b-a434-b5d22002d8e1,false,2026-08-23,,L3/L4 index-only,LOW_PRIORITY,36.6,"fit=8.0 research=2.32(+alignment,model behavior,research) tech=0.9 agentic=0.0(+) pt=0.62(+alignment) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0",medium,date_posted unknown,,2026-09-06,25.1,3.7,inference,golang; pytorch; vllm; transformers; onnx; opensearch; elasticsearch; python; hugging face; ray,"no requirements/qualifications section found in description; posting date unknown/unparseable; title does not parse to a real technical role: 'Member of Technical Staff, Product'",2026-08-23,,,borderline,,2026-08-26,,,,15,thin_jd;date_posted unknown
reka_member_of_technical_staff_applied_ai_ash_Reka_e059e019-b7f1-4,Reka,Member of Technical Staff (Applied AI),"US, UK, Remote",https://jobs.ashbyhq.com/Reka/e059e019-b7f1-4ccb-a53b-1db4f821621c,https://jobs.ashbyhq.com/Reka/e059e019-b7f1-4ccb-a53b-1db4f821621c,ashby,2026-08-22,,,open,0,C,applied_ml,staff,"llm, machine learning, research, rl",,,,,low,2026-08-22,L2 lab sweep 2026-08-22 (official ATS board Reka),a05bf6c17da4225e,tracking/job_descriptions/active/reka__member_of_technical_staff_applied_ai__ash_Reka_e059e019-b7f1-4.md,,reka,ash_Reka_e059e019-b7f1-4ccb-a53b-1db4f821621c,false,2026-08-23,,L3/L4 index-only,LOW_PRIORITY,35.9,"fit=8.0 research=1.36(+multimodal,research) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=6.0 strategy=5.5 referral=0.5 loc=2.0 urgency=1.0",medium,date_posted unknown,,2026-09-06,35.4,1.9,machine learning,golang; pytorch; vllm; transformers; onnx; opensearch; elasticsearch; python; hugging face; ray,posting date unknown/unparseable,2026-08-23,,,useful,,2026-08-26,,,,15,thin_jd;date_posted unknown
search_engineer_wf_4463066,Firecrawl,Search Engineer,San Francisco,https://wellfound.com/jobs/4463066-search-engineer,https://wellfound.com/jobs/4463066-search-engineer,wellfound,2026-08-24,,2026-08-24,open,57,C,applied_ml,3+ yrs,,ai agent; latency; rag; retrieval,no visa sponsorship listed (referral needed),base_applied_ml.tex,medium,P2-backlog,2026-08-24,visa=Not Available; remote=; salary=$190k-$260k; size=,ca50c5523f459fa2578d59dfee28805dcc5b0cca830da6b2789ff8058dee315c,tracking/job_descriptions/active/search_engineer_wf_4463066.md,False,,,,,,L3/L4 index-only,LOW_PRIORITY,35.6,"fit=8.0 research=0.82(+rag,retrieval) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=5.0 referral=1.5 loc=3.0 urgency=1.0",medium,date_posted unknown,,2026-09-06,,,,,,,,,useful,,2026-08-26,,,,13,thin_jd;date_posted unknown
li_hug_machine_learning_researcher_4455299515,HUG,Machine Learning Researcher,"New York, United States",https://www.linkedin.com/jobs/view/4455299515/,https://www.linkedin.com/jobs/view/4455299515/,linkedin,2026-08-22,,,open,0,C,eval_inference,unknown,"evaluation, prototype, python, reinforcement learning, research",,,,,medium,2026-08-22,LinkedIn sweep 2026-08-22; queries: ; years_bar=7,9c6ec7be3512388f,tracking/job_descriptions/active/hug_linkedin_4455299515.md,,hug,li_4455299515,false,,,L3/L4 index-only,LOW_PRIORITY,35.4,"fit=8.0 research=3.55(+evaluation,multimodal,prototype,reinforcement learning,research) tech=0.9 agentic=0.0(+) pt=0.62(+reinforcement learning) attainability=8.0[] advantage=0.0[] company=4.8 strategy=5.0 referral=0.5 loc=3.0 urgency=1.0",medium,date_posted unknown,,2026-09-06,31.9,5.6,machine learning; python,golang; pytorch; vllm; transformers; onnx; opensearch; elasticsearch; hugging face; ray; distributed systems,no requirements/qualifications section found in description; posting date unknown/unparseable,2026-08-23,,,useful,,2026-08-26,,,,15,thin_jd;date_posted unknown
stott_and_may_ai_ml_engineer_london_yc_backed_start_up_4445745215,Stott and May,AI/ML Engineer - London - YC Backed Start-up,"New York, United States (On-site)",https://www.linkedin.com/jobs/view/4445745215/,https://www.linkedin.com/jobs/view/4445745215/,linkedin,2026-08-24,,,open,,,,,,,,,,,,"linkedin logged-in sweep 2026-08-24 past-week US; query=AI Agent Engineer; Medical benefit; Promoted | audit 2026-08-26: borderline - Core skills match (production AI/ML engineering, shipping focus) and 2+ yrs requirement is below candidate's ~4.5 yrs; Location conflict: title and UK visa sponsorship indicate London on-site, while listing shows New York; candidate targets US-based or Remote-US",,,,stott_and_may,4445745215,,,,L3/L4 index-only,LOW_PRIORITY,31.8,fit=6.0 research=0.0(+) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=5.0 referral=0.5 loc=3.0 urgency=1.0,low,date_posted unknown; description_file pointer empty,,2026-09-06,,,,,,,,,borderline,,2026-08-26,,,,,thin_jd;date_posted unknown;description_file pointer empty
li_openai_research_engineer_codex_4417166196,OpenAI,"Research Engineer, Codex","San Francisco, CA (On-site)",https://www.linkedin.com/jobs/view/4417166196/,https://www.linkedin.com/jobs/view/4417166196/,linkedin,2026-08-22,,,open,0,C,post_training,unknown,"agent, agentic, alignment, benchmark, experimentation, fine-tuning, model behavior, multi-agent, post-training, reasoning, research, rlhf, synthetic data, tool use",,,agent_reasoning,,low,2026-09-06,"LinkedIn sweep 2026-08-22; queries: LLM Fine-Tuning Engineer [connections:3 @company: Aryan Singh (Engineering (Xantium, OpenAI)); Ayush Soni (Research Engineer); Amrit Khera (Research)]",4a43dfab8b431498,tracking/job_descriptions/active/openai_linkedin_4417166196.md,,openai,li_4417166196,,,,L3,OPTIMISTIC,67.0,"fit=10.0 research=11.32(+agentic,agents,alignment,benchmark,experimentation) tech=0.9 agentic=4.16(+agentic,multi-agent,tool use) pt=7.38(+alignment,model improvement,post-training,rlaif) attainability=13.0['no_years_bar', 'accepts_transferable'] advantage=2.4['security_domain_relevance', 'existing_connection_or_referral'] company=7.36 strategy=6.0 referral=0.5 loc=3.0 urgency=1.0",low,date_posted unknown; visa sponsorship unverified,,2026-09-06,37.6,5.6,data pipelines; go; machine learning,golang; pytorch; vllm; transformers; onnx; opensearch; elasticsearch; python; hugging face; ray,posting date unknown/unparseable,2026-08-23,,,useful,,2026-08-26,,Aryan Singh;Ayush Soni;Amrit Khera,https://www.linkedin.com/in/aryansingh7/;https://www.linkedin.com/in/ayushsoni-in/;https://www.linkedin.com/in/amritk10/,0,thin_jd;date_posted unknown;visa sponsorship unverified
scale_ai_senior_staff_machine_learning_research_engineer_ge_4658162005,scale_ai,"Senior/Staff Machine Learning Research Engineer, General Agents, Enterprise GenAI","San Francisco, CA; New York, NY",https://job-boards.greenhouse.io/scaleai/jobs/4658162005,https://job-boards.greenhouse.io/scaleai/jobs/4658162005,greenhouse,2026-08-23,,,open,0,,agentic_ai,unknown,"You will work across the full agent lifecycle—from model and system design to evaluation, deployment, and iteration—bridging cutting-edge agentic techniques with the constraints and requirements of re | The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position and may be inclusive of several career levels at Scale; it will be determined dur",agentic RAG systems (Fortinet); RAG pipelines (Fortinet); Python; RL coursework + PPO/GRPO research (GT); PPO research (CAD); LLM evaluation work; agent systems (ATHENA supervisor-worker); multi-agent architecture (ATHENA); tool-use integration,,,,,2026-09-06,"lab deep-sweep 2026-08-23; board=greenhouse; us_location=yes | audit 2026-08-26: borderline - Experience bar of '5+ years' sits slightly above candidate's ~4.5 yrs, but it's listed under 'Ideally you'd have' preferences rather than hard requirements, making it flexible; Strong topical fit: agentic system design, tool use, evaluation frameworks/metrics, and production LLM deployment map directly to candidate's agentic AI, eval-harness, and inference-serving background",bb83119e6b22f275,tracking/job_descriptions/active/scale_ai__senior_staff_machine_learning_research_engineer_ge__4658162005.md,,scale_ai,gh_4658162005,,2026-08-23,,L3,OPTIMISTIC,64.2,"fit=14.0 research=6.82(+agentic,agents,evaluation,fine-tuning,grpo) tech=2.25 agentic=7.79(+agent framework,agentic,multi-agent,orchestration) pt=3.08(+grpo,preference,reinforcement learning,sft) attainability=13.0['accepts_transferable'] advantage=0.8['fortinet_adjacency'] company=6.0 strategy=6.0 referral=0.5 loc=3.0 urgency=1.0",low,date_posted unknown; visa sponsorship unverified,,2026-09-06,40.9,11.1,machine learning; optimization; ppo; python; rag,golang; pytorch; vllm; transformers; onnx; opensearch; elasticsearch; hugging face; ray; distributed systems,posting date unknown/unparseable,2026-08-23,,,borderline,,2026-08-26,,,,0,thin_jd;date_posted unknown;visa sponsorship unverified
li_langchain_research_engineer_langsmith_engine_4453736138,LangChain,"Research Engineer, LangSmith Engine","New York, NY (On-site)",https://www.linkedin.com/jobs/view/4453736138/,https://www.linkedin.com/jobs/view/4453736138/,linkedin,2026-08-22,,,open,0,C,post_training,unknown,"agent, autonomous, benchmark, distributed systems, evaluation, fine-tuning, inference, langchain, langgraph, model behavior, orchestration, post-training, preference, prototype, reinforcement learning, research, rlhf, sft, synthetic data",,JD mentions PhD,,,low,2026-09-06,"LinkedIn sweep 2026-08-22; queries: AI Research Scientist, Applied Scientist AI, LLM Evaluation Research, LLM Fine-Tuning Engineer, Post-Training LLM, Research Engineer Machine Learning; years_bar=4",80bdbf5aae602042,tracking/job_descriptions/active/langchain_linkedin_4453736138.md,,langchain,li_4453736138,,,,L3,OPTIMISTIC,61.3,"fit=10.0 research=8.86(+agents,benchmark,evaluation,fine-tuning,inference optimization) tech=3.15 agentic=3.64(+langchain,langgraph,orchestration) pt=7.38(+post-training,preference,reinforcement learning,rlaif) attainability=13.5['accepts_transferable'] advantage=0.0[] company=4.8 strategy=5.5 referral=0.5 loc=3.0 urgency=1.0",low,date_posted unknown; visa sponsorship unverified,,2026-09-06,45.4,18.6,distributed systems; inference; langchain; langgraph; machine learning; model serving; optimization,golang; pytorch; vllm; transformers; onnx; opensearch; elasticsearch; python; hugging face; ray,posting date unknown/unparseable,2026-08-23,,,useful,,2026-08-26,,,,0,thin_jd;date_posted unknown;visa sponsorship unverified
li_distyl_applied_ai_researcher_post_training_4315267558,Distyl,"Applied AI Researcher, Post-Training","San Francisco, CA (Hybrid)",https://www.linkedin.com/jobs/view/4315267558/,https://www.linkedin.com/jobs/view/4315267558/,linkedin,2026-08-22,,,open,0,C,post_training,unknown,"agent, agentic, alignment, benchmark, dpo, evaluation, fine-tuning, planning, post-training, preference, prototype, research, reward model, rlhf",,,,,low,2026-09-06,"LinkedIn sweep 2026-08-22; queries: AI Research Scientist, LLM Evaluation Research, LLM Fine-Tuning Engineer, Post-Training LLM; years_bar=5 [connections:3 @company: Aarushi Wagh (Engineer (distyl | georgia tec); Karime Maamari (Head of Research); Kristian F. (Technical Recruiter)]",5dd23caae23809eb,tracking/job_descriptions/active/distyl_linkedin_4315267558.md,,distyl,li_4315267558,,,,L3,OPTIMISTIC,59.1,"fit=12.0 research=8.86(+agentic,alignment,benchmark,dpo,evaluation) tech=0.45 agentic=1.56(+agentic) pt=8.0(+alignment,dpo,post-training,preference) attainability=10.5[] advantage=2.4['security_domain_relevance', 'existing_connection_or_referral'] company=4.8 strategy=6.0 referral=0.5 loc=3.0 urgency=1.0",low,date_posted unknown; visa sponsorship unverified,,2026-09-06,35.4,1.9,optimization,golang; pytorch; vllm; transformers; onnx; opensearch; elasticsearch; python; hugging face; ray,posting date unknown/unparseable,2026-08-23,,,useful,,2026-08-26,,Aarushi Wagh;Karime Maamari;Kristian F.,https://www.linkedin.com/in/aarushi-wagh-aa145b213/;https://www.linkedin.com/in/karime-maamari/;https://www.linkedin.com/in/kristianfisk/,0,thin_jd;date_posted unknown;visa sponsorship unverified
scale_ai_machine_learning_systems_research_engineer_agent_p_4625341005,scale_ai,"Machine Learning Systems Research Engineer, Agent Post-training - Enterprise GenAI","San Francisco, CA; New York, NY",https://job-boards.greenhouse.io/scaleai/jobs/4625341005,https://job-boards.greenhouse.io/scaleai/jobs/4625341005,greenhouse,2026-08-23,,,open,0,,eval_inference,unknown,"For 9 years, Scale has been the leading AI data foundry, helping fuel the most exciting advancements in AI, including generative AI, defense applications, and autonomous vehicles. | If you are excited about shaping the future of the modern AI movement, we would love to hear from you!&lt;/p&gt; &lt;p&gt;&lt;strong&gt;You will:&amp;nbsp;&lt;/strong&gt;&lt;/p&gt; &lt;ul&gt; &lt;li&g | The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position and may be inclusive of several career levels at Scale; it will be determined dur",RAG pipelines (Fortinet); PyTorch; RLHF familiarity; GRPO research (CAD); PPO research (CAD); post-training research alignment; LLM evaluation work; agent systems (ATHENA supervisor-worker); multi-agent architecture (ATHENA),production LLM deployment at scale; PhD-level research track record; CUDA/GPU kernel work,,,,2026-09-06,lab deep-sweep 2026-08-23; board=greenhouse; us_location=yes,ef0eed2139a9d1e9,tracking/job_descriptions/active/scale_ai__machine_learning_systems_research_engineer_agent_p__4625341005.md,,scale_ai,gh_4625341005,,2026-08-23,,L3,OPTIMISTIC,57.2,"fit=14.0 research=4.64(+agents,alignment,evaluation,grpo,post-training) tech=4.05 agentic=1.56(+multi-agent) pt=4.92(+alignment,grpo,post-training,rlhf) attainability=9.5['accepts_transferable'] advantage=2.0['security_domain_relevance', 'fortinet_adjacency'] company=6.0 strategy=6.0 referral=0.5 loc=3.0 urgency=1.0",low,date_posted unknown; visa sponsorship unverified,,2026-09-06,48.7,24.1,cuda; inference; machine learning; optimization; ppo; pytorch; rag; transformers,golang; vllm; onnx; opensearch; elasticsearch; python; hugging face; ray; distributed systems; model serving,posting date unknown/unparseable,2026-08-23,,,useful,,2026-08-26,,,,0,thin_jd;date_posted unknown;visa sponsorship unverified
